target,branch,strategy,K,rep,source_cap,calibration_upweight,n_source_train,n_cal_train,n_test,target_ea,balanced_accuracy
22,sjepa,transfer_only,12,3,all,none,1960,0,28,none,0.5
22,sjepa,transfer_plus_cal,12,3,all,1,1960,12,28,calibration_only,0.3214285714285714
22,sjepa,transfer_plus_cal,12,3,all,5,1960,12,28,calibration_only,0.3571428571428571
22,sjepa,transfer_plus_cal,12,3,all,10,1960,12,28,calibration_only,0.39285714285714285
22,sjepa,transfer_plus_cal,12,3,all,25,1960,12,28,calibration_only,0.39285714285714285
22,sjepa,transfer_plus_cal,12,3,all,50,1960,12,28,calibration_only,0.4285714285714286
22,sjepa,transfer_plus_cal,12,3,all,100,1960,12,28,calibration_only,0.4285714285714286
22,fusion,within_only,12,3,none,none,0,12,28,calibration_only,0.6785714285714286
22,fusion,transfer_only,12,3,24,none,24,0,28,none,0.4642857142857143
22,fusion,transfer_plus_cal,12,3,24,1,24,12,28,calibration_only,0.5
22,fusion,transfer_plus_cal,12,3,24,5,24,12,28,calibration_only,0.5
22,fusion,transfer_plus_cal,12,3,24,10,24,12,28,calibration_only,0.5357142857142857
22,fusion,transfer_plus_cal,12,3,24,25,24,12,28,calibration_only,0.5357142857142857
22,fusion,transfer_plus_cal,12,3,24,50,24,12,28,calibration_only,0.5357142857142857
22,fusion,transfer_plus_cal,12,3,24,100,24,12,28,calibration_only,0.5357142857142857
22,fusion,transfer_only,12,3,48,none,48,0,28,none,0.5
22,fusion,transfer_plus_cal,12,3,48,1,48,12,28,calibration_only,0.5714285714285714
22,fusion,transfer_plus_cal,12,3,48,5,48,12,28,calibration_only,0.6071428571428572
22,fusion,transfer_plus_cal,12,3,48,10,48,12,28,calibration_only,0.5714285714285714
22,fusion,transfer_plus_cal,12,3,48,25,48,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_plus_cal,12,3,48,50,48,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_plus_cal,12,3,48,100,48,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_only,12,3,96,none,96,0,28,none,0.5
22,fusion,transfer_plus_cal,12,3,96,1,96,12,28,calibration_only,0.5357142857142857
22,fusion,transfer_plus_cal,12,3,96,5,96,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_plus_cal,12,3,96,10,96,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_plus_cal,12,3,96,25,96,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_plus_cal,12,3,96,50,96,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_plus_cal,12,3,96,100,96,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_only,12,3,200,none,200,0,28,none,0.4642857142857143
22,fusion,transfer_plus_cal,12,3,200,1,200,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,3,200,5,200,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,3,200,10,200,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,3,200,25,200,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,3,200,50,200,12,28,calibration_only,0.75
22,fusion,transfer_plus_cal,12,3,200,100,200,12,28,calibration_only,0.75
22,fusion,transfer_only,12,3,all,none,1960,0,28,none,0.5
22,fusion,transfer_plus_cal,12,3,all,1,1960,12,28,calibration_only,0.6071428571428571
22,fusion,transfer_plus_cal,12,3,all,5,1960,12,28,calibration_only,0.5714285714285714
22,fusion,transfer_plus_cal,12,3,all,10,1960,12,28,calibration_only,0.6071428571428572
22,fusion,transfer_plus_cal,12,3,all,25,1960,12,28,calibration_only,0.6071428571428572
22,fusion,transfer_plus_cal,12,3,all,50,1960,12,28,calibration_only,0.6071428571428572
22,fusion,transfer_plus_cal,12,3,all,100,1960,12,28,calibration_only,0.6071428571428572
22,riemann,within_only,12,4,none,none,0,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_only,12,4,24,none,24,0,28,none,0.4642857142857143
22,riemann,transfer_plus_cal,12,4,24,1,24,12,28,calibration_only,0.8214285714285714
22,riemann,transfer_plus_cal,12,4,24,5,24,12,28,calibration_only,0.7857142857142857
22,riemann,transfer_plus_cal,12,4,24,10,24,12,28,calibration_only,0.75
22,riemann,transfer_plus_cal,12,4,24,25,24,12,28,calibration_only,0.7142857142857142
22,riemann,transfer_plus_cal,12,4,24,50,24,12,28,calibration_only,0.7142857142857142
22,riemann,transfer_plus_cal,12,4,24,100,24,12,28,calibration_only,0.7142857142857142
22,riemann,transfer_only,12,4,48,none,48,0,28,none,0.5
22,riemann,transfer_plus_cal,12,4,48,1,48,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_plus_cal,12,4,48,5,48,12,28,calibration_only,0.6428571428571428
22,riemann,transfer_plus_cal,12,4,48,10,48,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_plus_cal,12,4,48,25,48,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,4,48,50,48,12,28,calibration_only,0.75
22,riemann,transfer_plus_cal,12,4,48,100,48,12,28,calibration_only,0.75
22,riemann,transfer_only,12,4,96,none,96,0,28,none,0.4642857142857143
22,riemann,transfer_plus_cal,12,4,96,1,96,12,28,calibration_only,0.5357142857142857
22,riemann,transfer_plus_cal,12,4,96,5,96,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,4,96,10,96,12,28,calibration_only,0.5714285714285714
22,riemann,transfer_plus_cal,12,4,96,25,96,12,28,calibration_only,0.5714285714285714
22,riemann,transfer_plus_cal,12,4,96,50,96,12,28,calibration_only,0.6071428571428571
22,riemann,transfer_plus_cal,12,4,96,100,96,12,28,calibration_only,0.6071428571428571
22,riemann,transfer_only,12,4,200,none,200,0,28,none,0.6071428571428572
22,riemann,transfer_plus_cal,12,4,200,1,200,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,4,200,5,200,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_plus_cal,12,4,200,10,200,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_plus_cal,12,4,200,25,200,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_plus_cal,12,4,200,50,200,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_plus_cal,12,4,200,100,200,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_only,12,4,all,none,1960,0,28,none,0.5
22,riemann,transfer_plus_cal,12,4,all,1,1960,12,28,calibration_only,0.5714285714285714
22,riemann,transfer_plus_cal,12,4,all,5,1960,12,28,calibration_only,0.6428571428571428
22,riemann,transfer_plus_cal,12,4,all,10,1960,12,28,calibration_only,0.7142857142857142
22,riemann,transfer_plus_cal,12,4,all,25,1960,12,28,calibration_only,0.7142857142857142
22,riemann,transfer_plus_cal,12,4,all,50,1960,12,28,calibration_only,0.75
22,riemann,transfer_plus_cal,12,4,all,100,1960,12,28,calibration_only,0.75
22,sjepa,within_only,12,4,none,none,0,12,28,calibration_only,0.6428571428571429
22,sjepa,transfer_only,12,4,24,none,24,0,28,none,0.4285714285714286
22,sjepa,transfer_plus_cal,12,4,24,1,24,12,28,calibration_only,0.39285714285714285
22,sjepa,transfer_plus_cal,12,4,24,5,24,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,4,24,10,24,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,4,24,25,24,12,28,calibration_only,0.42857142857142855
22,sjepa,transfer_plus_cal,12,4,24,50,24,12,28,calibration_only,0.42857142857142855
22,sjepa,transfer_plus_cal,12,4,24,100,24,12,28,calibration_only,0.42857142857142855
22,sjepa,transfer_only,12,4,48,none,48,0,28,none,0.6071428571428571
22,sjepa,transfer_plus_cal,12,4,48,1,48,12,28,calibration_only,0.7142857142857143
22,sjepa,transfer_plus_cal,12,4,48,5,48,12,28,calibration_only,0.6071428571428572
22,sjepa,transfer_plus_cal,12,4,48,10,48,12,28,calibration_only,0.6071428571428572
22,sjepa,transfer_plus_cal,12,4,48,25,48,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_plus_cal,12,4,48,50,48,12,28,calibration_only,0.7142857142857143
22,sjepa,transfer_plus_cal,12,4,48,100,48,12,28,calibration_only,0.7142857142857143
22,sjepa,transfer_only,12,4,96,none,96,0,28,none,0.4642857142857143
22,sjepa,transfer_plus_cal,12,4,96,1,96,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,4,96,5,96,12,28,calibration_only,0.4285714285714286
22,sjepa,transfer_plus_cal,12,4,96,10,96,12,28,calibration_only,0.4285714285714286
22,sjepa,transfer_plus_cal,12,4,96,25,96,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,4,96,50,96,12,28,calibration_only,0.5
22,sjepa,transfer_plus_cal,12,4,96,100,96,12,28,calibration_only,0.5357142857142857
22,sjepa,transfer_only,12,4,200,none,200,0,28,none,0.42857142857142855
22,sjepa,transfer_plus_cal,12,4,200,1,200,12,28,calibration_only,0.5357142857142857
22,sjepa,transfer_plus_cal,12,4,200,5,200,12,28,calibration_only,0.5357142857142857
22,sjepa,transfer_plus_cal,12,4,200,10,200,12,28,calibration_only,0.5357142857142857
22,sjepa,transfer_plus_cal,12,4,200,25,200,12,28,calibration_only,0.5
22,sjepa,transfer_plus_cal,12,4,200,50,200,12,28,calibration_only,0.5
22,sjepa,transfer_plus_cal,12,4,200,100,200,12,28,calibration_only,0.5357142857142857
22,sjepa,transfer_only,12,4,all,none,1960,0,28,none,0.5357142857142857
22,sjepa,transfer_plus_cal,12,4,all,1,1960,12,28,calibration_only,0.5
22,sjepa,transfer_plus_cal,12,4,all,5,1960,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,4,all,10,1960,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,4,all,25,1960,12,28,calibration_only,0.3571428571428571
22,sjepa,transfer_plus_cal,12,4,all,50,1960,12,28,calibration_only,0.39285714285714285
22,sjepa,transfer_plus_cal,12,4,all,100,1960,12,28,calibration_only,0.35714285714285715
22,fusion,within_only,12,4,none,none,0,12,28,calibration_only,0.6428571428571428
22,fusion,transfer_only,12,4,24,none,24,0,28,none,0.5
22,fusion,transfer_plus_cal,12,4,24,1,24,12,28,calibration_only,0.6785714285714286
22,fusion,transfer_plus_cal,12,4,24,5,24,12,28,calibration_only,0.6785714285714286
22,fusion,transfer_plus_cal,12,4,24,10,24,12,28,calibration_only,0.6428571428571428
22,fusion,transfer_plus_cal,12,4,24,25,24,12,28,calibration_only,0.6428571428571428
22,fusion,transfer_plus_cal,12,4,24,50,24,12,28,calibration_only,0.6428571428571428
22,fusion,transfer_plus_cal,12,4,24,100,24,12,28,calibration_only,0.6428571428571428
22,fusion,transfer_only,12,4,48,none,48,0,28,none,0.5
22,fusion,transfer_plus_cal,12,4,48,1,48,12,28,calibration_only,0.6785714285714286
22,fusion,transfer_plus_cal,12,4,48,5,48,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,4,48,10,48,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,4,48,25,48,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,4,48,50,48,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,4,48,100,48,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_only,12,4,96,none,96,0,28,none,0.5
22,fusion,transfer_plus_cal,12,4,96,1,96,12,28,calibration_only,0.4642857142857143
22,fusion,transfer_plus_cal,12,4,96,5,96,12,28,calibration_only,0.4642857142857143
22,fusion,transfer_plus_cal,12,4,96,10,96,12,28,calibration_only,0.4642857142857143
22,fusion,transfer_plus_cal,12,4,96,25,96,12,28,calibration_only,0.4642857142857143
22,fusion,transfer_plus_cal,12,4,96,50,96,12,28,calibration_only,0.4642857142857143
22,fusion,transfer_plus_cal,12,4,96,100,96,12,28,calibration_only,0.5
22,fusion,transfer_only,12,4,200,none,200,0,28,none,0.46428571428571425
22,fusion,transfer_plus_cal,12,4,200,1,200,12,28,calibration_only,0.7142857142857143
22,fusion,transfer_plus_cal,12,4,200,5,200,12,28,calibration_only,0.7142857142857143
22,fusion,transfer_plus_cal,12,4,200,10,200,12,28,calibration_only,0.7142857142857143
22,fusion,transfer_plus_cal,12,4,200,25,200,12,28,calibration_only,0.7142857142857143
22,fusion,transfer_plus_cal,12,4,200,50,200,12,28,calibration_only,0.6785714285714286
22,fusion,transfer_plus_cal,12,4,200,100,200,12,28,calibration_only,0.7142857142857143
22,fusion,transfer_only,12,4,all,none,1960,0,28,none,0.5357142857142857
22,fusion,transfer_plus_cal,12,4,all,1,1960,12,28,calibration_only,0.6071428571428572
22,fusion,transfer_plus_cal,12,4,all,5,1960,12,28,calibration_only,0.7857142857142858
22,fusion,transfer_plus_cal,12,4,all,10,1960,12,28,calibration_only,0.8214285714285714
22,fusion,transfer_plus_cal,12,4,all,25,1960,12,28,calibration_only,0.7857142857142857
22,fusion,transfer_plus_cal,12,4,all,50,1960,12,28,calibration_only,0.7857142857142857
22,fusion,transfer_plus_cal,12,4,all,100,1960,12,28,calibration_only,0.7857142857142857
22,riemann,within_only,12,5,none,none,0,12,28,calibration_only,0.6785714285714286
22,riemann,transfer_only,12,5,24,none,24,0,28,none,0.5
22,riemann,transfer_plus_cal,12,5,24,1,24,12,28,calibration_only,0.8214285714285714
22,riemann,transfer_plus_cal,12,5,24,5,24,12,28,calibration_only,0.7857142857142857
22,riemann,transfer_plus_cal,12,5,24,10,24,12,28,calibration_only,0.7857142857142857
22,riemann,transfer_plus_cal,12,5,24,25,24,12,28,calibration_only,0.7857142857142857
22,riemann,transfer_plus_cal,12,5,24,50,24,12,28,calibration_only,0.8214285714285714
22,riemann,transfer_plus_cal,12,5,24,100,24,12,28,calibration_only,0.8214285714285714
22,riemann,transfer_only,12,5,48,none,48,0,28,none,0.4642857142857143
22,riemann,transfer_plus_cal,12,5,48,1,48,12,28,calibration_only,0.4642857142857143
22,riemann,transfer_plus_cal,12,5,48,5,48,12,28,calibration_only,0.4642857142857143
22,riemann,transfer_plus_cal,12,5,48,10,48,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,5,48,25,48,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,5,48,50,48,12,28,calibration_only,0.5714285714285714
22,riemann,transfer_plus_cal,12,5,48,100,48,12,28,calibration_only,0.5714285714285714
22,riemann,transfer_only,12,5,96,none,96,0,28,none,0.6428571428571428
22,riemann,transfer_plus_cal,12,5,96,1,96,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,5,96,5,96,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,5,96,10,96,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,5,96,25,96,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,5,96,50,96,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,5,96,100,96,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_only,12,5,200,none,200,0,28,none,0.4642857142857143
22,riemann,transfer_plus_cal,12,5,200,1,200,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,5,200,5,200,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,5,200,10,200,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,5,200,25,200,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,5,200,50,200,12,28,calibration_only,0.5
22,riemann,transfer_plus_cal,12,5,200,100,200,12,28,calibration_only,0.5
22,riemann,transfer_only,12,5,all,none,1960,0,28,none,0.4285714285714286
22,riemann,transfer_plus_cal,12,5,all,1,1960,12,28,calibration_only,0.7142857142857143
22,riemann,transfer_plus_cal,12,5,all,5,1960,12,28,calibration_only,0.75
22,riemann,transfer_plus_cal,12,5,all,10,1960,12,28,calibration_only,0.75
22,riemann,transfer_plus_cal,12,5,all,25,1960,12,28,calibration_only,0.7857142857142857
22,riemann,transfer_plus_cal,12,5,all,50,1960,12,28,calibration_only,0.7857142857142857
22,riemann,transfer_plus_cal,12,5,all,100,1960,12,28,calibration_only,0.7857142857142857
22,sjepa,within_only,12,5,none,none,0,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_only,12,5,24,none,24,0,28,none,0.4642857142857143
22,sjepa,transfer_plus_cal,12,5,24,1,24,12,28,calibration_only,0.5714285714285714
22,sjepa,transfer_plus_cal,12,5,24,5,24,12,28,calibration_only,0.5714285714285714
22,sjepa,transfer_plus_cal,12,5,24,10,24,12,28,calibration_only,0.5714285714285714
22,sjepa,transfer_plus_cal,12,5,24,25,24,12,28,calibration_only,0.5714285714285714
22,sjepa,transfer_plus_cal,12,5,24,50,24,12,28,calibration_only,0.5714285714285714
22,sjepa,transfer_plus_cal,12,5,24,100,24,12,28,calibration_only,0.5
22,sjepa,transfer_only,12,5,48,none,48,0,28,none,0.5357142857142857
22,sjepa,transfer_plus_cal,12,5,48,1,48,12,28,calibration_only,0.5714285714285714
22,sjepa,transfer_plus_cal,12,5,48,5,48,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_plus_cal,12,5,48,10,48,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_plus_cal,12,5,48,25,48,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_plus_cal,12,5,48,50,48,12,28,calibration_only,0.7142857142857143
22,sjepa,transfer_plus_cal,12,5,48,100,48,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_only,12,5,96,none,96,0,28,none,0.3571428571428571
22,sjepa,transfer_plus_cal,12,5,96,1,96,12,28,calibration_only,0.35714285714285715
22,sjepa,transfer_plus_cal,12,5,96,5,96,12,28,calibration_only,0.3571428571428571
22,sjepa,transfer_plus_cal,12,5,96,10,96,12,28,calibration_only,0.39285714285714285
22,sjepa,transfer_plus_cal,12,5,96,25,96,12,28,calibration_only,0.42857142857142855
22,sjepa,transfer_plus_cal,12,5,96,50,96,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,5,96,100,96,12,28,calibration_only,0.5
22,sjepa,transfer_only,12,5,200,none,200,0,28,none,0.4642857142857143
22,sjepa,transfer_plus_cal,12,5,200,1,200,12,28,calibration_only,0.42857142857142855
22,sjepa,transfer_plus_cal,12,5,200,5,200,12,28,calibration_only,0.5714285714285714
22,sjepa,transfer_plus_cal,12,5,200,10,200,12,28,calibration_only,0.6071428571428572
22,sjepa,transfer_plus_cal,12,5,200,25,200,12,28,calibration_only,0.7142857142857143
22,sjepa,transfer_plus_cal,12,5,200,50,200,12,28,calibration_only,0.75
22,sjepa,transfer_plus_cal,12,5,200,100,200,12,28,calibration_only,0.7142857142857143
22,sjepa,transfer_only,12,5,all,none,1960,0,28,none,0.5
22,sjepa,transfer_plus_cal,12,5,all,1,1960,12,28,calibration_only,0.39285714285714285
22,sjepa,transfer_plus_cal,12,5,all,5,1960,12,28,calibration_only,0.4642857142857143
22,sjepa,transfer_plus_cal,12,5,all,10,1960,12,28,calibration_only,0.5357142857142857
22,sjepa,transfer_plus_cal,12,5,all,25,1960,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_plus_cal,12,5,all,50,1960,12,28,calibration_only,0.6785714285714286
22,sjepa,transfer_plus_cal,12,5,all,100,1960,12,28,calibration_only,0.6428571428571428
22,fusion,within_only,12,5,none,none,0,12,28,calibration_only,0.7857142857142858
22,fusion,transfer_only,12,5,24,none,24,0,28,none,0.5357142857142857
22,fusion,transfer_plus_cal,12,5,24,1,24,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,5,24,5,24,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,5,24,10,24,12,28,calibration_only,0.7142857142857142
22,fusion,transfer_plus_cal,12,5,24,25,24,12,28,calibration_only,0.75
22,fusion,transfer_plus_cal,12,5,24,50,24,12,28,calibration_only,0.7142857142857143
22,fusion,transfer_plus_cal,12,5,24,100,24,12,28,calibration_only,0.75
22,fusion,transfer_only,12,5,48,none,48,0,28,none,0.4642857142857143
22,fusion,transfer_plus_cal,12,5,48,1,48,12,28,calibration_only,0.4642857142857143
22,fusion,transfer_plus_cal,12,5,48,5,48,12,28,calibration_only,0.5357142857142857
22,fusion,transfer_plus_cal,12,5,48,10,48,12,28,calibration_only,0.5714285714285714
22,fusion,transfer_plus_cal,12,5,48,25,48,12,28,calibration_only,0.5714285714285714
22,fusion,transfer_plus_cal,12,5,48,50,48,12,28,calibration_only,0.6071428571428572
22,fusion,transfer_plus_cal,12,5,48,100,48,12,28,calibration_only,0.6428571428571429
22,fusion,transfer_only,12,5,96,none,96,0,28,none,0.4285714285714286
22,fusion,transfer_plus_cal,12,5,96,1,96,12,28,calibration_only,0.6071428571428572
22,fusion,transfer_plus_cal,12,5,96,5,96,12,28,calibration_only,0.6071428571428572
