subject_id,fold_id,cv_scheme,branches,fusion,twfb_classifier,n_train,n_test,y_test_counts,selected_window_idx,selected_band_idx,selected_inner_score,accuracy,balanced_accuracy,left_recall,right_recall,confusion_matrix,collapse_flag,collapse_ratio,pred_counts
30,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,2,0.78125,0.875,0.875,1.0,0.75,"[[4, 0], [1, 3]]",False,0.625,"[5, 3]"
30,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,1,0.9375,0.5,0.5,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]"
30,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,9,0.84375,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
30,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,12,0.75,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
30,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,1,0.78125,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
31,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,7,0.78125,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
31,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,9,0.75,0.25,0.25,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]"
31,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,7,0.78125,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
31,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,15,0.78125,0.375,0.375,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]"
31,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,18,0.71875,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
32,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,10,0.84375,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
32,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,17,0.75,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
32,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,13,0.78125,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
32,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,18,0.8125,0.375,0.375,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]"
32,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,5,0.71875,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
33,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,5,0.75,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
33,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,10,0.78125,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
33,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,0,0.75,0.125,0.125,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]"
33,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,17,0.75,0.875,0.875,0.75,1.0,"[[3, 1], [0, 4]]",False,0.625,"[3, 5]"
33,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,0,0.8125,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
34,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,13,0.78125,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
34,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,4,0.75,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
34,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,3,0.6875,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
34,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,3,0.71875,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
34,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,3,0.75,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
35,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,14,0.75,0.125,0.125,0.0,0.25,"[[0, 4], [3, 1]]",False,0.625,"[3, 5]"
35,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,12,0.71875,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
35,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,12,0.71875,0.25,0.25,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]"
35,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,10,0.84375,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
35,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,18,0.71875,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
36,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,6,0.71875,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
36,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,9,0.75,0.375,0.375,0.75,0.0,"[[3, 1], [4, 0]]",False,0.875,"[7, 1]"
36,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,10,0.78125,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
36,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,3,0.78125,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
36,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,17,0.84375,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
37,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,14,0.8125,0.5,0.5,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]"
37,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,14,0.78125,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
37,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,1,0.8125,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
37,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,11,0.84375,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
37,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,12,0.8125,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
38,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,11,0.8125,0.625,0.625,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]"
38,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,6,0.71875,0.5,0.5,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]"
38,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,16,0.78125,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
38,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,11,0.75,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
38,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,13,0.84375,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
39,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,0,0.75,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
39,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,15,0.8125,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
39,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,0,0.71875,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
39,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,11,0.84375,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
39,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,17,0.78125,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
40,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,1,0.875,0.625,0.625,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]"
40,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,8,0.8125,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
40,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,15,0.84375,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
40,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,13,0.8125,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
40,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,13,0.84375,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
41,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,5,0.78125,0.5,0.5,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]"
41,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,10,0.71875,0.5,0.5,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]"
41,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,2,0.75,0.625,0.625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]"
41,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,4,0.75,0.625,0.625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]"
41,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,3,0.71875,0.625,0.625,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]"
42,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,14,0.875,0.625,0.625,0.25,1.0,"[[1, 3], [0, 4]]",False,0.875,"[1, 7]"
42,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,5,0.78125,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
42,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,3,0.78125,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
42,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,4,0.8125,0.625,0.625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]"
42,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,9,0.78125,0.625,0.625,1.0,0.25,"[[4, 0], [3, 1]]",False,0.875,"[7, 1]"
43,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,15,0.71875,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
43,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,17,0.6875,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
43,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,0,0.6875,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
43,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,0,0.71875,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
43,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,0,0.78125,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
44,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,14,0.8125,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
44,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,16,0.8125,1.0,1.0,1.0,1.0,"[[4, 0], [0, 4]]",False,0.5,"[4, 4]"
44,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,17,0.8125,0.5,0.5,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]"
44,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,7,0.78125,0.375,0.375,0.0,0.75,"[[0, 4], [1, 3]]",False,0.875,"[1, 7]"
44,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,3,0.75,0.625,0.625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]"
45,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,8,0.875,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
45,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,4,0.8125,0.5,0.5,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]"
45,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,12,0.8125,0.5,0.5,0.0,1.0,"[[0, 4], [0, 4]]",True,1.0,"[0, 8]"
45,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",5,8,0.84375,0.5,0.5,0.25,0.75,"[[1, 3], [1, 3]]",False,0.75,"[2, 6]"
45,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,11,0.78125,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
46,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,3,0.75,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
46,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,8,0.8125,0.625,0.625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]"
46,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,16,0.78125,0.75,0.75,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]"
46,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,16,0.75,0.75,0.75,0.75,0.75,"[[3, 1], [1, 3]]",False,0.5,"[4, 4]"
46,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,12,0.875,0.75,0.75,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]"
47,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,5,0.8125,0.25,0.25,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]"
47,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,14,0.71875,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
47,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,10,0.78125,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
47,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,16,0.6875,0.5,0.5,0.75,0.25,"[[3, 1], [3, 1]]",False,0.75,"[6, 2]"
47,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,4,0.78125,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
48,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,6,0.78125,0.625,0.625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]"
48,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",1,12,0.78125,0.25,0.25,0.0,0.5,"[[0, 4], [2, 2]]",False,0.75,"[2, 6]"
48,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,15,0.78125,0.625,0.625,0.75,0.5,"[[3, 1], [2, 2]]",False,0.625,"[5, 3]"
48,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,17,0.75,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
48,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,14,0.78125,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
49,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,0,0.78125,0.75,0.75,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]"
49,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,0,0.78125,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
49,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,9,0.8125,0.5,0.5,0.5,0.5,"[[2, 2], [2, 2]]",False,0.5,"[4, 4]"
49,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,11,0.78125,0.25,0.25,0.5,0.0,"[[2, 2], [4, 0]]",False,0.75,"[6, 2]"
49,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,3,0.8125,0.375,0.375,0.5,0.25,"[[2, 2], [3, 1]]",False,0.625,"[5, 3]"
50,0,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",3,14,0.75,0.25,0.25,0.25,0.25,"[[1, 3], [3, 1]]",False,0.5,"[4, 4]"
50,1,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",0,12,0.75,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
50,2,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",2,0,0.75,0.375,0.375,0.25,0.5,"[[1, 3], [2, 2]]",False,0.625,"[3, 5]"
50,3,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",4,6,0.78125,0.75,0.75,1.0,0.5,"[[4, 0], [2, 2]]",False,0.75,"[6, 2]"
50,4,sjepa_5fold,twfb,weighted,fgmdm,32,8,"[4, 4]",6,18,0.78125,0.625,0.625,0.5,0.75,"[[2, 2], [1, 3]]",False,0.625,"[3, 5]"
